gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	catalogNumber	recordNumber	recordedBy	previousIdentifications	eventDate	year	month	day	verbatimEventDate	habitat	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	identifiedBy	scientificName
918953060	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229278	ACJ	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	1500 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324383	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229023	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
918953063	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229023	ACL	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	1450 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
918953064	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229157	ACL-8	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	1450 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324379	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229278	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
466324380	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229280	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
918953047	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229279	ACI	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Growing in patch of timber. Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	1440 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
883413828	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124850	ACL-4	"Parker, W. H. | Maze, J."	NA	1975-07-25T00:00Z	1975	7	25	75-07-25	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Nass Camp	"1.75 miles south of Nass Junction - Kitwanga Junction Road, along road going up Seakinnish Creek [near Nass Camp]. Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	1450 ft	NA	NA	NA	Canadian Geographical Names Data Base	NA	55.26667	-128.9	2287	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
918953058	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229280	ACK	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Forest of Abies, Tsuga & little Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	1500 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324376	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229279	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
466324384	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229157	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"1.75 miles south of Nass Junction-Kitwanga Junction Road, along road going up Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
883413466	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124852	AH-4	"Parker, W. H. | Maze, J."	NA	1975-08-03T00:00Z	1975	8	3	75-08-03	forest; brush	NA	NA	CA	British Columbia	NA	NA	NA	"3.4 miles east of Nass Junction - Cranberry Junction road, on road along Kiteen River. Growing in very dense brush of Abie & picea, the latter being dominant. Understory includes Vaccinium & Oplopanax."	1100 ft	NA	NA	NA	Canadian Geographical Names Data Base	NA	55.4	-128.7	2285	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
918953121	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V299196	AFF	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-08-03T00:00Z	1975	8	3	1975 Aug 03	"Growing in forest of Abies & Picea, the latter being dominant. Understory includes Vaccinium & Oplopanax."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles east of Nass Junction-Cranberry Junction road, on road along Kiteen River"	NA	1100 ft	NA	NA	NA	NA	NA	55.4	-128.7	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324636	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229277	NA	"W.H. Parker, Jack Maze"	NA	1975-08-03T00:00Z	1975	8	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles east of Nass Junction-Cranberry Junction road, on road along Kiteen River"	NA	NA	NA	NA	NA	NA	NA	55.4	-128.7	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
466324540	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V299196	NA	"W.H. Parker, Jack Maze"	NA	1975-08-03T00:00Z	1975	8	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles east of Nass Junction-Cranberry Junction road, on road along Kiteen River"	NA	NA	NA	NA	NA	NA	NA	55.4	-128.7	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
918953195	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229277	AH-2	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-08-03T00:00Z	1975	8	3	1975 Aug 03	"Growing in very dense brush of Abies & Picea, the latter being dominant. Understory includes Vaccinium & Oplopanax."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles east of Nass Junction-Cranberry Junction road, on road along Kiteen River"	NA	1100 ft	NA	NA	NA	NA	NA	55.4	-128.7	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466065859	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V151366	NA	Vladimir J. Krajina	NA	1973-07-10T00:00Z	1973	7	10	NA	NA	NA	NA	CA	British Columbia	NA	NA	"munro lake, on the kwinageese river, which flows north into nass river, Cassiar District"	NA	NA	NA	NA	NA	NA	NA	56	-128	NA	NA	NA	NA	NA	Jim Pojar	Abies amabilis Douglas ex J. Forbes
918815095	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V151504	s.n.	Satoru Kojima	NA	1968-08-23T00:00Z	1968	8	23	1968 Aug 23	NA	NA	NA	CA	British Columbia	NA	NA	"Elk River Valley, Strathcona prov. park, Vancouver Island"	NA	381 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	Abies amabilis Douglas ex J. Forbes
918824353	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V166858	1397	John Pinder-Moss; Olivia Lee; Wilfred B. Schofield	NA	1979-09-17T00:00Z	1979	9	17	1979 Sep 17	branches with cones cut off by squirrels from mature 50+ ft. high trees	NA	NA	CA	British Columbia	NA	NA	"Greater Vancouver Regional District, West Vancouver, Cypress Bowl Provincial Park, on north side of Mountain Strachan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	John Pinder-Moss 1979	Abies amabilis Douglas ex J. Forbes
1098200795	NY	NA	NA	NA	PRESERVED_SPECIMEN	17706	s.n.	F. M. Boas	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Vancouver Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
122895855	FTG	Herbarium	NA	NA	PRESERVED_SPECIMEN	131388	NA	J. W. Wilson	NA	1952-10-20T00:00Z	1952	10	20	NA	NA	NA	NA	CA	British Columbia	Haney	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
918826475	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V151366	s.n.	Vladimir J. Krajina	NA	1973-07-10T00:00Z	1973	7	10	1973 Jul 10	NA	NA	NA	CA	British Columbia	NA	NA	"munro lake, on the kwinageese river, which flows north into nass river, Cassiar District"	NA	716 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	Jim Pojar	Abies amabilis Douglas ex J. Forbes
1258491009	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277837	Trelease 2841	William Trelease|De Alton Saunders	NA	1899-06-02T00:00Z	1899	6	2	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Beaver Cove, Broughton Channel (Strait), Vancouver Island"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491036	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277851	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Silver Mountain, on Frazer River"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
1258491052	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277858	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"at our camp on Silver Mountain, Frazer River"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E. L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
371206718	ND	ND	NA	NA	UNKNOWN	not recorded / 2099 / T004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	Nd	ND	NA	Canada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
918814573	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V182564	63	R.G. McMinn	NA	1948-07-14T00:00Z	1948	7	14	1948 Jul 14	NA	NA	NA	CA	British Columbia	NA	NA	blaney l.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
883399551	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	38359	3351	"Vitt, Dale H."	NA	1969-08-21T00:00Z	1969	8	21	69-08-21	meadow	NA	NA	CA	British Columbia	NA	NA	Whistler Mountain	Alpine snow meadow.	1835 m (6000 ft)	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491051	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277835	Trelease 2842	William Trelease|De Alton Saunders	NA	1899-06-03T00:00Z	1899	6	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	Lowe Inlet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1248731716	UniversitÍ© Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	UniversitÍ© Laval	PRESERVED_SPECIMEN	QFA0210505	NA	"Kojima, Satoru"	NA	1969-06-19T00:00Z	1969	6	19	19 juin 1969	NA	NA	NA	CA	British Columbia.	NA	NA	"Strathcona Prov. Park, Vancouver Island. Plot 40."	NA	427 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Kojima, Satoru"	Abies amabilis Douglas ex J. Forbes
1209656199	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	32865	02719; 311; 311a	"McCalla, William C."	NA	1921-10-12T00:00Z	1921	10	12	21-10-12	mountain	NA	NA	CA	British Columbia	NA	NA	Grouse Mountain	"Grouse Mt. near Vancouver, B. C."	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258489567	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1276493	Sargent s.n.	Charles S. Sargent	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	NA	NA	NA	Silver Mountain on Frazer River.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr., 1975 (USDA)"	Abies amabilis Douglas ex J. Forbes
1258491021	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277829	Wilson 8800	Wilson*	NA	1952-10-20T00:00Z	1952	10	20	NA	NA	NA	NA	CA	British Columbia	NA	NA	Haney	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	C.E. Kobuski	Abies amabilis Douglas ex J. Forbes
1248731689	UniversitÍ© Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	UniversitÍ© Laval	PRESERVED_SPECIMEN	QFA0123493	NA	"Krajina, Vladimir Joseph"	NA	1954-06-13T00:00Z	1954	6	13	13 juin 1954	NA	NA	NA	CA	British Columbia.	NA	NA	"Mt. Hood, Near governement camp."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Krajina, Vladimir Joseph"	Abies amabilis Douglas ex J. Forbes
143141685	H	BG_Tpuska	NA	NA	LIVING_SPECIMEN	35314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Coldwater River	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258489547	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1276481	Jeffrey 393	Jeffrey	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	NA	NA	NA	Frazer River?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr., 1975 (USDA)"	Abies amabilis Douglas ex J. Forbes
1258491018	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277840	Engelmann s.n.	George Engelmann	NA	1880-07-24T00:00Z	1880	7	24	NA	NA	NA	NA	CA	British Columbia	NA	NA	Frazer River	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
888575577	US	Botany	NA	NA	PRESERVED_SPECIMEN	373219.1099	279	F. V. Coville & T. H. Kearney	NA	1899-06-01T00:00Z	1899	6	1	1 Jun 1899 and  2 Jun 1899	NA	NA	NA	CA	British Columbia	NA	NA	Vancouver Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1097823607	NY	NA	NA	NA	PRESERVED_SPECIMEN	17704	8800	J. W. Wilson	NA	1952-10-20T00:00Z	1952	10	20	NA	NA	NA	NA	CA	British Columbia	NA	NA	Haney	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
883382384	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	32861	2719	"McCalla, William C."	NA	1921-09-24T00:00Z	1921	9	24	21-09-24	mountain	NA	NA	CA	British Columbia	NA	NA	Grouse Mountain	"Grouse Mt. near Vancouver, B. C."	NA	NA	NA	NA	Canadian Geographical Names Data Base	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491032	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277834	Trelease 2843	William Trelease|De Alton Saunders	NA	1899-06-03T00:00Z	1899	6	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	Lowe Inlet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491047	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277852	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Near our camp on Silver Mountain, south of Frazer River (snow banks in July)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
1258491054	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277866	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	Silver Mountains on Frazer River.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
888575557	US	Botany	NA	NA	PRESERVED_SPECIMEN	373220.1099	318	F. V. Coville & T. H. Kearney	NA	1899-06-03T00:00Z	1899	6	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Fraser Reach, Princess Royal Island."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
441678660	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	37733	NA	unknown	NA	1967-08-11T00:00Z	1967	8	11	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Cheakamus River Trail, Garibalder Park."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
894992650	University of Lethbridge	LEA	University of Lethbridge Herbarium (LEA)	University of Lethbridge	PRESERVED_SPECIMEN	urn:lsid:biocol.org:col:14547	NA	37.2 A.S. Harrison	NA	1967-07-18T00:00Z	1967	7	18	NA	"shady and damp, swampy lakeshore"	NA	NA	CA	British Columbia	NA	NA	"creek outflow at E end of Durrance Lake, V. I."	NA	440 feet to 134 meters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1095965215	S	VascularPlants	NA	NA	PRESERVED_SPECIMEN	S-C-4983	NA	D. C. Buckland	NA	1940-11-08T00:00Z	1940	11	8	8 nov. 1940	NA	NA	NA	CA	British Columbia	NA	NA	"Canada, British Columbia, Mt Landalt"	"Canada, British Columbia, Mt Landalt"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491055	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277860	Engelmann s.n.	George Engelmann	NA	1880-07-24T00:00Z	1880	7	24	NA	NA	NA	NA	CA	British Columbia	NA	NA	Silver Mountain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
1258491042	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277856	Engelmann s.n.	George Engelmann	NA	1880-08-24T00:00Z	1880	8	24	NA	NA	NA	NA	CA	NA	NA	NA	"Silver Mountain, Fort Hope on Frazer River."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
1248731714	UniversitÍ© Laval	QFA	Herbier Louis-Marie (QFA) - Collection de plantes vasculaires	UniversitÍ© Laval	PRESERVED_SPECIMEN	QFA0357457	10703	"Grandtner, Miroslav M."	NA	1966-05-31T00:00Z	1966	5	31	31 mai 1966	"Podzol humique. Arbre dominÍ©, jeune."	NA	NA	CA	New Brunswick	NA	NA	Ligne de partage des eaux entre Sumallo Creek et Nicolum Creek.	NA	655 m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Grandtner, Miroslav M."	Abies amabilis Douglas ex J. Forbes
466036634	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V182564	NA	R.G. McMinn	NA	1948-07-14T00:00Z	1948	7	14	NA	NA	NA	NA	CA	British Columbia	NA	NA	blaney l.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
888575576	US	Botany	NA	NA	PRESERVED_SPECIMEN	373221.1099	329	F. V. Coville & T. H. Kearney	NA	1899-06-03T00:00Z	1899	6	3	NA	NA	NA	NA	CA	British Columbia	NA	NA	Lowe Inlet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258491013	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277830	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Silver Mountain on Frazer River, B.C."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
441678662	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	37741	NA	unknown	NA	1963-05-30T00:00Z	1963	5	30	NA	NA	NA	NA	CA	British Columbia	NA	NA	Taylor river area. Drainage Taylor river.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1258490995	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	1277844	Engelmann s.n.	George Engelmann	NA	1880-07-25T00:00Z	1880	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"in old forest, Silver Mountain near Frazer River."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"E.L. Little, Jr."	Abies amabilis Douglas ex J. Forbes
543239131	CAS	DS	NA	NA	PRESERVED_SPECIMEN	492434	2a	"Coleman, G. A."	NA	1901-07-02T00:00Z	1901	7	2	"July 2, 1901"	NA	NA	NA	US	California	Mendocino County	NA	Near Caspar	NA	NA	NA	NA	NA	NA	NA	39.3654	-123.8156	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1021137452	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	DS492434	2:00 AM	G. A. Coleman	NA	1901-07-02T00:00Z	1901	7	2	"July 2, 1901"	NA	NA	NA	US	California	Mendocino	NA	Near Caspar	NA	NA	NA	NA	NA	NA	NA	39.3654	-123.8156	494	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
1041321602	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	KHD00000241	659	D. Dracobly	NA	1990-11-05T00:00Z	1990	11	5	NA	NA	NA	NA	US	Colorado	Denver County	NA	"Denver Botanic Gardens, 909 York Street, Uwa Location: 16-4e"	NA	NA	NA	NA	NA	NA	NA	39.73193	-104.9619	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
574822919	E	E	Royal Botanic Garden Edinburgh Living Collection	E	LIVING_SPECIMEN	19921190	NA	NA	NA	NA	NA	NA	NA	Oct-85	NA	NA	NA	US	Washington	NA	NA	N of Hamilton	NA	4450 M	NA	NA	NA	NA	NA	40.5	-122	NA	NA	NA	degrees minutes seconds	NA	NA	Abies amabilis Douglas ex J. Forbes
